,Pickup_longitude,Pickup_latitude,size,label
553,-73.9276143344,40.8113776375,4488.0,4.0
554,-73.9088039835,40.8132047775,1179.0,5.0
555,-73.904450451,40.8123390359,996.0,6.0
556,-73.9078349958,40.8165343584,525.0,7.0
557,-73.9131135439,40.8143081665,228.0,8.0
558,-73.9013761689,40.8129271978,237.0,9.0
559,-73.9227189717,40.8134414271,285.0,10.0
560,-73.9017125448,40.8195599111,450.0,11.0
561,-73.9259796143,40.812808156,288.0,12.0
562,-73.8962955162,40.8162811154,366.0,0.0
563,-73.9527236099,40.8233631351,32730.0,0.0
564,-73.9506342167,40.8211435057,2085.0,1.0
565,-73.9433295044,40.8244784526,79317.0,0.0
566,-73.922960609,40.8268841445,17184.0,1.0
567,-73.9125650926,40.8208831094,660.0,2.0
568,-73.9310323612,40.8226590414,888.0,3.0
569,-73.9214744242,40.8291298467,702.0,4.0
570,-73.9194376273,40.8236832853,732.0,5.0
571,-73.9284518106,40.8291936602,168.0,6.0
572,-73.9212733027,40.8206264439,402.0,7.0
573,-73.9090857965,40.8239760075,1899.0,8.0
574,-73.9163919378,40.8292476866,324.0,9.0
575,-73.9149649669,40.8220793514,354.0,10.0
576,-73.901352466,40.8202989605,213.0,11.0
577,-73.9288399216,40.8225795037,1791.0,12.0
578,-73.9265686838,40.8202620055,228.0,13.0
579,-73.9050429951,40.8271739266,264.0,14.0
580,-73.9202296608,40.8223443282,228.0,15.0
581,-73.9244820924,40.8233547717,339.0,16.0
582,-73.9007600384,40.8221339002,243.0,17.0
583,-73.9156114487,40.8208292098,126.0,18.0
584,-73.9021937052,40.8296403355,216.0,19.0
585,-73.9058799206,40.8234449575,213.0,20.0
586,-73.9039718403,40.8229546827,204.0,21.0
587,-73.9481672472,40.8220555705,186.0,22.0
588,-73.8918221625,40.8228302455,2526.0,0.0
589,-73.8588718155,40.824520781,837.0,1.0
590,-73.878785461,40.8286412072,393.0,2.0
591,-73.8749821418,40.82930813,678.0,3.0
592,-73.8583100785,40.8221748263,258.0,4.0
593,-73.8805729866,40.8284752369,240.0,5.0
594,-73.8967107436,40.822244891,255.0,6.0
595,-73.9144675269,40.8379970609,1950.0,0.0
596,-73.9408651921,40.8336924828,7677.0,1.0
597,-73.9437339707,40.8357070211,35757.0,2.0
598,-73.9147818474,40.8334997185,723.0,3.0
599,-73.9279318473,40.8355658232,1206.0,4.0
600,-73.9214563692,40.8357006135,2043.0,5.0
601,-73.9050729885,40.8328009761,516.0,6.0
602,-73.9190460669,40.8328402445,3450.0,7.0
603,-73.9263540128,40.838274886,246.0,8.0
604,-73.9364928996,40.8303283895,1125.0,9.0
605,-73.909623669,40.8322972021,372.0,10.0
606,-73.9059387309,40.8309750397,447.0,11.0
607,-73.9106098026,40.8308519636,462.0,12.0
608,-73.9267196655,40.8311417021,348.0,13.0
609,-73.9160224668,40.8396023658,465.0,14.0
610,-73.9294155994,40.8329111122,249.0,15.0
611,-73.9301320438,40.8315945001,348.0,16.0
612,-73.9187367159,40.8387008667,255.0,17.0
613,-73.9005513566,40.8311323102,267.0,18.0
614,-73.9157147098,40.8305352446,231.0,19.0
615,-73.9280011212,40.8302832003,162.0,20.0
616,-73.9012553255,40.8382441024,213.0,21.0
617,-73.9356179721,40.8317742832,207.0,22.0
618,-73.9033592626,40.8304920531,171.0,23.0
619,-73.8607776928,40.8346216166,9600.0,0.0
620,-73.8518686425,40.8340298465,2628.0,1.0
621,-73.8879382357,40.8373054545,564.0,2.0
622,-73.891924638,40.8302995242,156.0,3.0
623,-73.8670406163,40.8316911002,321.0,4.0
624,-73.8468278885,40.836718893,240.0,0.0
625,-73.843044803,40.8398111444,285.0,1.0
626,-73.9394002582,40.8439045854,62808.0,0.0
627,-73.921867121,40.8409010985,642.0,1.0
628,-73.9146299562,40.8443698216,429.0,2.0
629,-73.9208569709,40.8467236876,786.0,3.0
630,-73.9119968634,40.8429069694,1305.0,4.0
631,-73.908725241,40.8469217826,414.0,5.0
632,-73.9061455175,40.8492791025,855.0,6.0
633,-73.9176003766,40.8402869109,942.0,7.0
634,-73.9177065607,40.8489552968,402.0,8.0
635,-73.9361054966,40.8410844086,519.0,9.0
636,-73.9009174209,40.8476930182,249.0,10.0
637,-73.9338031714,40.8442684948,414.0,11.0
638,-73.9075966885,40.8477900656,228.0,12.0
639,-73.9337544676,40.846033065,366.0,13.0
640,-73.9104207667,40.8457956081,246.0,14.0
641,-73.9095942179,40.8462862969,72.0,15.0
642,-73.8662491855,40.8452820431,453.0,0.0
643,-73.879756288,40.8403287678,519.0,1.0
644,-73.8564357017,40.8403244296,1236.0,2.0
645,-73.8726839481,40.841226377,1596.0,3.0
646,-73.8963030521,40.8467117381,321.0,4.0
647,-73.885823266,40.8428365416,177.0,5.0
648,-73.8633117676,40.8410814264,267.0,6.0
649,-73.8912630081,40.8454991976,216.0,7.0
650,-73.8979853462,40.8470475253,204.0,8.0
651,-73.8425810645,40.8404852798,2529.0,0.0
652,-73.8453838594,40.8490226192,372.0,1.0
653,-73.8446006775,40.8464897297,162.0,2.0
654,-73.9345642266,40.8538219466,14592.0,0.0
655,-73.9041123495,40.8518753292,951.0,1.0
656,-73.9074889027,40.8537417186,825.0,2.0
657,-73.9156732762,40.8504287233,423.0,3.0
658,-73.9306711422,40.8535313429,3789.0,4.0
659,-73.9372156172,40.8550823457,1584.0,5.0
660,-73.9356338501,40.8570594201,195.0,6.0
661,-73.9207972935,40.8522163028,315.0,7.0
662,-73.9091862063,40.851489055,474.0,8.0
663,-73.9374799288,40.8532768836,195.0,9.0
664,-73.9115072811,40.8545988644,255.0,10.0
665,-73.9012620211,40.8554786921,960.0,11.0
666,-73.9038355509,40.8584509786,225.0,12.0
667,-73.9026798835,40.853536239,156.0,13.0
668,-73.9099315194,40.8566312229,204.0,14.0
669,-73.887070179,40.8594410717,384.0,0.0
670,-73.8678245397,40.8567250373,777.0,1.0
671,-73.8986991206,40.8513628803,237.0,2.0
672,-73.8677312411,40.8545084733,234.0,3.0
673,-73.8850761255,40.8584289153,576.0,4.0
674,-73.895437341,40.8565077029,228.0,5.0
675,-73.8989400382,40.859228192,297.0,6.0
676,-73.892111642,40.8528256553,210.0,7.0
677,-73.8875212029,40.855533486,201.0,8.0
678,-73.8909687243,40.8540618629,171.0,9.0
679,-73.8997447176,40.8574961536,159.0,10.0
680,-73.827305803,40.8526429538,2175.0,0.0
681,-73.8385597229,40.8525921958,210.0,1.0
682,-73.8483628638,40.8565770844,243.0,2.0
683,-73.846092164,40.8565953773,381.0,3.0
684,-73.9024922236,40.8627234187,2559.0,0.0
685,-73.9234241957,40.8659310641,18852.0,1.0
686,-73.9021231496,40.8687490398,1404.0,2.0
687,-73.92806347,40.8604098655,444.0,3.0
688,-73.930788517,40.860558033,288.0,4.0
689,-73.9219665527,40.8650892377,192.0,5.0
690,-73.9083087892,40.8628074818,399.0,6.0
691,-73.9299913294,40.8619999605,306.0,7.0
692,-73.9115975233,40.8618185462,369.0,8.0
693,-73.9299282317,40.8634646801,282.0,9.0
694,-73.9206708064,40.8632103342,183.0,10.0
695,-73.9237777248,40.8644029444,198.0,11.0
696,-73.8934295625,40.8616468839,9336.0,0.0
697,-73.8970530649,40.8673461314,1068.0,1.0
698,-73.8837754831,40.8673387204,477.0,2.0
699,-73.893050113,40.8679073786,531.0,3.0
700,-73.8944448252,40.8661556557,549.0,4.0
701,-73.8674549346,40.8654674368,282.0,5.0
702,-73.8809516213,40.8615221818,627.0,6.0
703,-73.8283313225,40.8648407048,348.0,0.0
704,-73.9050146083,40.8785725149,3372.0,0.0
705,-73.9092903789,40.8742562221,3510.0,1.0
706,-73.9052326597,40.872898549,435.0,2.0
707,-73.9146636103,40.870857185,852.0,3.0
708,-73.9129612629,40.8725904501,624.0,4.0
709,-73.9083506658,40.8757682213,195.0,5.0
710,-73.8798200812,40.879762343,3360.0,0.0
711,-73.8893945928,40.8733639968,684.0,1.0
712,-73.8908786959,40.8703474767,309.0,2.0
713,-73.8721189771,40.8786573138,420.0,3.0
714,-73.8786730536,40.8730888367,435.0,4.0
715,-73.8794704183,40.8750971815,675.0,5.0
716,-73.8880458866,40.8719977645,666.0,6.0
717,-73.8854201436,40.8792218864,384.0,7.0
718,-73.8668115789,40.8776595871,231.0,8.0
719,-73.8866268093,40.8745998447,177.0,9.0
720,-73.9070481437,40.8863226209,210.0,0.0
721,-73.9032199694,40.8811758622,690.0,1.0
722,-73.9006946778,40.8849685801,693.0,2.0
723,-73.879458507,40.8813839338,2265.0,0.0
724,-73.881560564,40.8806132674,576.0,1.0
725,-73.8835660609,40.8807166123,615.0,2.0
726,-73.8779925083,40.8867382293,282.0,3.0
